ID;Nom;Type;GB-Type (FILTRE 1);Thèmes-tags;GB-Themes-tags (FILTRE 2);Filière;Filière picto;numfil;GB-Sector (FILTRE 3);Ens. sup. recherche;Département;Hébergeur;Adresse;CP;Ville;Innov'up incubation 2023;GB-Label INNOV'UP;Liens avec établissement ESR;GB-Linked with higher education and research institutions;Accueil d'entreprises étrangères;GB-Foreign business accommodation;W3;Raison sociale;SIRET;Incubateur;Accélérateur;Date mise à jour;Adresse complète;CoordXY;Nombre de thèmes-tags;Thème 1 (popin);Thème 2 (popin);Thème 3 (popin);Thème 4 (popin)
127;Drahi X Novation Center;Incubateur;Incubator;Deeptech,Impact environnemental, Durabilité, économie circulaire,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Automobile, Mobilité, Mobilité partagée,Industrie / Logistique;Deeptech,Environmental impact / Sustainability / Circular economy,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Automotive / Mobility / Shared mobility,Industry / Logistic;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;91.0;École Polytechnique;École Polytechnique, route de Saclay;91128.0;Palaiseau;Oui;Yes;Ecole Polytechnique - IPP;Ecole Polytechnique - IPP;Oui;yes;https://www.polytechnique.edu/innovation;Ecole Polytechnique;19911568400011;Oui;non;2024_04_29;École Polytechnique École Polytechnique, route de Saclay;48.709936, 2.209673;5.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Automobile, Mobilité, Mobilité partagée
132;Cegid Data Lab @ STATION F;Accélérateur;Accelerator;Développement de logiciels / Service Cloud / Big data (ou données de masse),Services Financiers, Assurance,LegalTech,HRTech / Ressources Humaines,Biens de consommation / Retail / E-commerce;Software development / Cloud services / Big data,Fintech / Insurtech,Legaltech,RH Tech / Human Resources,Consumer goods / Retail / E-commerce;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://datalab.cegid.com/fr/;Cegid;410218010;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;5.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Services Financiers, Assurance;LegalTech;HRTech / Ressources Humaines
138;Slack @ STATION F;Incubateur;Incubator;HRTech / Ressources Humaines;RH Tech / Human Resources;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://stationf.co/news/slack-joins-station-f-to-launch-a-program-focussing-on-the-key-trends-of-future-of-work;;;Oui;non;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;HRTech / Ressources Humaines;;;
149;Start-up your Brand par l’Union des marques;Accélérateur;Accelerator;Marketing / Publicité / Communication / Media,Biens de consommation / Retail / E-commerce;Marketing / Advertising / Communication / Media,Consumer goods / Retail / E-commerce;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;251 boulevard Pereire;75017.0;Paris;Non;No;;;;;https://uniondesmarques.fr/nos-services/les-programmes-de-l%E2%80%99union-des-marques/programme-dacc%C3%A9l%C3%A9ration-de-start-ups/start-up-your-brand-le-programme;L'Union des Marques;78466953300027;non;Oui;2024_04_29;251 boulevard Pereire;48.878795, 2.286305;2.0;Marketing / Publicité / Communication / Media;Biens de consommation / Retail / E-commerce;;
164;CCI Paris;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;2 place de la Bourse;75002.0;Paris;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;Oui;non;2024_04_29;2 place de la Bourse;48.869579, 2.342114;;;;;
170;CCI Hauts-de-Seine;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;Coeur Défense Tour A 110 esplanade du Général de Gaulle;92400.0;Courbevoie;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;Oui;non;2024_04_29;Coeur Défense Tour A 110 esplanade du Général de Gaulle;48.890849, 2.243402;;;;;
177;Ares Association - Pantin;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;14 rue Lesault;93500.0;Pantin;Non;No;;;;;https://urlz.fr/k8pV;;;Oui;non;2024_04_29;14 rue Lesault;48.890013, 2.408665;;;;;
189;Intencity Paris;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;31 rue de Reuilly;75012.0;Paris;Non;No;;;Oui;yes;https://www.intencity.fr/incubateur-paris-12eme/;INTENCITY;48816900400030;Oui;non;2024_04_29;31 rue de Reuilly;48.84773, 2.3866;;;;;
198;INCUBATEUR. IÉSEG.;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;Parvis de la Défense;92800.0;Puteaux / Paris La Défense;Non;No;;;;;https://incubateur.ieseg.fr/;;;Oui;non;2024_04_29;Parvis de la Défense;48.892542, 2.236147;;;;;
206;Cyber Booster;Incubateur,Accélérateur;Incubator, Accelerator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;92.0;Campus Cyber;5 rue Bellini;92800.0;Puteaux;Non;No;;;;;https://www.cyberbooster.fr/;;;Oui;Oui;2024_05_22;5 rue Bellini;48.8866616, 2.2487406;1.0;Deeptech;;;
221;Farm Inn Lab by AgroParisTech;Incubateur;Incubator;FoodTech, Agritech, Agrotech,Impact environnemental, Durabilité, économie circulaire;FoodTech / Agritech / Agrotech,Environmental impact / Sustainability / Circular economy;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Oui;78.0;Ferme expérimentale d'AgroParisTech;Ferme expérimentale d’AgroParisTech, 3 route de la ferme;78850.0;Thiverval-Grignon;Non;No;AGROPARISTECH;AGROPARISTECH;Oui;yes;https://www.agroparistech.fr/en/innovation/innlabs/farminnlab;AgroParisTech;;Oui;non;2024_05_22;3 route de la Ferme 78615 Thiverval-Grignon;48.842356, 1.94721;2.0;FoodTech, Agritech, Agrotech;Impact environnemental, Durabilité, économie circulaire;;
4;21st By CentraleSupélec @ STATION F;Accélérateur;Accelerator;Deeptech,Impact environnemental, Durabilité, économie circulaire,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Développement de logiciels / Service Cloud / Big data (ou données de masse);Deeptech,Environmental impact / Sustainability / Circular economy,Health / Biotech / MedTech / eHealth / Healthcare,Software development / Cloud services / Big data;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Oui;Yes;CentraleSupelec - Université Paris Saclay;CentraleSupelec - Paris Saclay University;Oui;yes;https://21st.centralesupelec.com/;CENTRALESUPELEC;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;4.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse)
19;Commune Image;Incubateur;Incubator;Industries Culturelles & Créatives,AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo;Cultural / Creative,AR / VR / Gaming;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;93.0;;8 rue Godillot;93400.0;Saint-Ouen-sur-Seine;Non;No;;;Oui;yes;https://communeimage.com/;;;Oui;non;2024_04_29;8 rue Godillot;48.909036, 2.340334;2.0;Industries Culturelles & Créatives;AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo;;
23;Connected Retail Incubator - Accélérateur de Shop!France;Accélérateur;Accelerator;Luxe / Beauté / Cosmétique / Mode / Textile,Biens de consommation / Retail / E-commerce;Luxury / Beauty / Cosmetic / Fashion / Textile,Consumer goods / Retail / E-commerce;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;92.0;Tour Pacific;11-13 cours Valmy;92800.0;Puteaux / Paris La Défense;Non;No;;;;;https://www.shopassociation.fr/connected-retail-incubator.htm;SNMPV - Shop! France;;non;Oui;2024_04_29;Tour Pacific 11-13 cours Valmy;48.891998, 2.232263;2.0;Luxe / Beauté / Cosmétique / Mode / Textile;Biens de consommation / Retail / E-commerce;;
51;Incubateur Paris-Dauphine - PSL;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Université Paris-Dauphine;place du Maréchal de Lattre de Tassigny;75016.0;Paris;Oui;Yes;Université Paris Dauphine-PSL;Paris Dauphine-PSL University;;;https://dauphine.psl.eu/vie-de-campus/incubateur;Université Paris-Dauphine;19754692200018;Oui;non;2024_04_29;Université Paris-Dauphine place du Maréchal de Lattre de Tassigny;48.871747, 2.274733;;;;;
59;Télécom Paris;Incubateur;Incubator;Deeptech,Développement de logiciels / Service Cloud / Big data (ou données de masse),AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo,Automobile, Mobilité, Mobilité partagée;Deeptech,Software development / Cloud services / Big data,AR / VR / Gaming,Automotive / Mobility / Shared mobility;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;;9 rue Dareau;75014.0;Paris;Oui;Yes;Telecom Paris - IPP;Telecom Paris - IPP;;;https://incubateur-telecomparis.fr/;INSTITUT MINES TELECOM PARIS;;Oui;non;2024_04_29;9 rue Dareau;48.831565, 2.338504;4.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo;Automobile, Mobilité, Mobilité partagée
81;LVMH / LA MAISON des Startups @ STATION F;Accélérateur;Accelerator;Luxe / Beauté / Cosmétique / Mode / Textile;Luxury / Beauty / Cosmetic / Fashion / Textile;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://lamaisondesstartups.lvmh.com/;;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;Luxe / Beauté / Cosmétique / Mode / Textile;;;
84;Media Lab TF1 @ STATION F;Accélérateur;Accelerator;Marketing / Publicité / Communication / Media;Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://groupe-tf1.fr/fr/innovation/programme-d-acceleration;;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;Marketing / Publicité / Communication / Media;;;
86;Neoma BS Start-up Lab Paris;Incubateur,Accélérateur;Incubator, Accelerator;Education & Edtech,Automobile, Mobilité, Mobilité partagée,Etudiant;Edtech,Automotive / Mobility / Shared mobility,Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;6 rue Vandrezanne;75013.0;Paris;Non;No;Neoma Business School;Neoma Business School;;;https://startuplab.neoma-bs.fr/fr/;Neoma Business school;83429535400049;Oui;Oui;2024_04_29;6 rue Vandrezanne;48.828086, 2.355553;3.0;Education & Edtech;Automobile, Mobilité, Mobilité partagée;Etudiant;
105;Plug and Play Retail France;Accélérateur;Accelerator;Biens de consommation / Retail / E-commerce,Industrie / Logistique;Consumer goods / Retail / E-commerce,Industry / Logistic;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;32 rue de Paradis;75010.0;Paris;Non;No;;;Oui;yes;https://www.plugandplaytechcenter.com/retail/france/;;;non;Oui;2024_04_29;32 rue de Paradis;48.875257, 2.351721;2.0;Biens de consommation / Retail / E-commerce;Industrie / Logistique;;
106;Positiv'Incuba'school;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Impact social / Solidarité;Environmental impact / Sustainability / Circular economy,Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;Wojo coworking;110 esplanade du Général de Gaulle;92400.0;Courbevoie;Non;No;;;;;https://www.cci-paris-idf.fr/fr/education/formation/incubaschool;CCI Hauts de Seine;;Oui;non;2024_04_29;Wojo coworking 110 esplanade du Général de Gaulle;48.890849, 2.243402;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;
113;ShakeUp Factory @ Station F;Incubateur,Accélérateur;Incubator, Accelerator;FoodTech, Agritech, Agrotech;FoodTech / Agritech / Agrotech;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;http://shakeupfactory.co/;;82019996600012;Oui;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;FoodTech, Agritech, Agrotech;;;
114;Skema Venture Factory;Incubateur;Incubator;Biens de consommation / Retail / E-commerce,Etudiant;Consumer goods / Retail / E-commerce,Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;Campus Grand Paris CS 90067;5 quai Marcel Dassault;92156.0;Suresnes;Non;No;SKEMA Business School;SKEMA Business School;;;https://ventures.skema.edu/;SKEMA Business School;78370584100063;Oui;non;2024_04_29;Campus Grand Paris CS 90067 5 quai Marcel Dassault;48.860369, 2.224257;2.0;Biens de consommation / Retail / E-commerce;Etudiant;;
129;TotalEnergies On @ STATION F;Accélérateur;Accelerator;Energie renouvelable;Energy / Renewables;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://totalenergies-on.softr.app/;TotalEnergies;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;Energie renouvelable;;;
144;Singa Paris;Incubateur;Incubator;Impact social / Solidarité;Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;50 rue de Montreuil;75011.0;Paris;Non;No;;;;;https://singafrance.com/nos-programmes/;Singa France;79326794900022;Oui;non;2024_04_29;50 rue de Montreuil;48.850398, 2.389025;1.0;Impact social / Solidarité;;;
154;SQY Cub;Incubateur,Accélérateur;Incubator, Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;78.0;;3 avenue du Centre;78280.0;Guyancourt;Oui;Yes;;;;;https://www.saint-quentin-en-yvelines.fr/fr/incubateur-de-sqy;Saint Quentin en Yvelines;;Oui;Oui;2024_04_29;3 avenue du Centre;48.788475, 2.050879;;;;;
165;CCI Essonnes;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;91.0;;2 cours Monseigneur Roméro BP 135;91000.0;Evry-Courcouronnes;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;Oui;non;2024_04_29;2 cours Monseigneur Roméro BP 135;48.624153, 2.43059;;;;;
180;PSHA Paris-Saclay Hardware Accelerator;Incubateur,Accélérateur;Incubator, Accelerator;Aéronautique - Spatial - Défense,Deeptech,Industrie / Logistique,Automobile, Mobilité, Mobilité partagée;Aeronautics / Space / Defense,Deeptech,Industry / Logistic,Automotive / Mobility / Shared mobility;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;91.0;;26 rue Léon Chartier;91160.0;Saulx-les-Chartreux;Oui;Yes;;;;;https://psha.fr/;;;Oui;Oui;2024_04_29;26 rue Léon Chartier;48.688379, 2.273993;4.0;Aéronautique - Spatial - Défense;Deeptech;Industrie / Logistique;Automobile, Mobilité, Mobilité partagée
182;Time2Start;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;104 avenue de la Résistance;93100.0;Montreuil;Non;No;;;;;https://time2start.fr/;;;Oui;non;2024_04_29;104 Avenue de la Résistance;48.864222, 2.436189;;;;;
194;Le Village by CA Paris;Accélérateur;Accelerator;Services Financiers, Assurance,FoodTech, Agritech, Agrotech,Marketing / Publicité / Communication / Media,Tourisme / Ville intelligente / PropTech;Fintech / Insurtech,FoodTech / Agritech / Agrotech,Marketing / Advertising / Communication / Media,Tourism / Smart City / Proptech;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;55 rue de la Boétie;75008.0;Paris;Non;No;;;Oui;yes;https://www.paris.levillagebyca.com/;LE VILLAGE BY CA PARIS;79902290000010;non;Oui;2024_04_29;55 rue de la Boétie;48.8733, 2.31291;4.0;Services Financiers, Assurance;FoodTech, Agritech, Agrotech;Marketing / Publicité / Communication / Media;Tourisme / Ville intelligente / PropTech
224;Le Catalyseur;Incubateur;Incubator;Gouvernement / Institutions Publiques,Impact environnemental, Durabilité, économie circulaire,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Femmes / FemTech;Government / Public institutions,Environmental impact / Sustainability / Circular economy,Health / Biotech / MedTech / eHealth / Healthcare,Women / FemTech;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;92.0;;110 esplanade du Général de Gaulle;92400.0;Courbevoie;Non;No;;;Oui;yes;http://lecatalyseur.pold.fr/;;;Oui;non;2024_05_22;110 esplanade du Général de Gaulle;48.890852, 2.243423;4.0;Gouvernement / Institutions Publiques;Impact environnemental, Durabilité, économie circulaire;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Femmes / FemTech
24;CSTB'Lab;Accélérateur;Accelerator;Immobilier / Construction,Impact environnemental, Durabilité, économie circulaire;Real Estate / Construction,Environmental impact / Sustainability / Circular economy;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Oui;75.0;;4 avenue du Recteur Poincaré;75016.0;Paris;Non;No;CSTB;CSTB;Oui;yes;https://www.cstb-lab.fr/;CSTB;;non;Oui;2024_04_29;4 avenue du Recteur Poincaré;48.852164, 2.273501;2.0;Immobilier / Construction;Impact environnemental, Durabilité, économie circulaire;;
26;EDC Cube l'incubateur;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;;74-80 rue Roque de Fillol;92800.0;Puteaux / Paris La Défense;Non;No;EDC Paris Business School;EDC Paris Business School;;;https://www.edcparis.edu/fr/edc-paris-business-school/edcube;EDC Paris Business School;40249993300032;Oui;non;2024_04_29;74-80 rue Roque de Fillol;48.88507, 2.24456;1.0;Etudiant;;;
31;ESS 2 - L'incubateur de l'ESS;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Impact social / Solidarité;Environmental impact / Sustainability / Circular economy,Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;1-3 rue Quetigny;93800.0;Epinay-sur-Seine;Non;No;;;;;https://www.epinay-sur-seine.fr/travailler/entreprises/incubateur-ess/;MAIRIE EPINAY-SUR-SEINE;21930031600011;Oui;non;2024_04_29;1-3 rue Quetigny;48.951161, 2.314709;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;
32;ESSEC Ventures;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;95.0;;3 avenue Bernard Hirsch;95021.0;Cergy;Non;No;ESSEC;ESSEC;;;https://essec-ventures.essec.edu/;ESSEC;77566395800046;Oui;non;2024_04_29;3 avenue Bernard Hirsch;49.033676, 2.078392;1.0;Etudiant;;;
40;HAVAS STARTUP ACCELERATOR @ STATION F;Accélérateur;Accelerator;Marketing / Publicité / Communication / Media,HRTech / Ressources Humaines;Marketing / Advertising / Communication / Media,RH Tech / Human Resources;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://startupaccelerator.havasgroup.com/;;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;2.0;Marketing / Publicité / Communication / Media;HRTech / Ressources Humaines;;
53;Incubateur Descartes;Incubateur;Incubator;Deeptech,Immobilier / Construction,Impact environnemental, Durabilité, économie circulaire,Tourisme / Ville intelligente / PropTech;Deeptech,Real Estate / Construction,Environmental impact / Sustainability / Circular economy,Tourism / Smart City / Proptech;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Oui;77.0;Maison de l'entreprise innovante;2 bis rue Alfred Nobel;77420.0;Champs-sur-Marne;Oui;Yes;Université Gustave Eiffel;Gustave Eiffel University;;;https://www.descartes-devinnov.com/incubateur-descartes/;Descartes Développement et innovation;52451433800036;Oui;non;2024_04_29;Maison de l'entreprise innovante 2 bis rue Alfred Nobel;48.837421, 2.586651;4.0;Deeptech;Immobilier / Construction;Impact environnemental, Durabilité, économie circulaire;Tourisme / Ville intelligente / PropTech
64;iPEPS @ STATION F;Incubateur,Accélérateur;Incubator, Accelerator;Deeptech,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Développement de logiciels / Service Cloud / Big data (ou données de masse);Deeptech,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Software development / Cloud services / Big data;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Oui;Yes;Institut du Cerveau;Institut du Cerveau;;;https://ipeps.institutducerveau-icm.org/;Institut du Cerveau - Paris Brain Institute;;Oui;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse);
103;Plant 4.0 Startup Incubator;Incubateur;Incubator;Développement de logiciels / Service Cloud / Big data (ou données de masse),Impact environnemental, Durabilité, économie circulaire,Energie renouvelable;Software development / Cloud services / Big data,Environmental impact / Sustainability / Circular economy,Energy / Renewables;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;130 rue de Lourmel;75015.0;Paris;Non;No;;;Oui;yes;https://www.plant4-0-startup-incubator.com/;;;Oui;non;2024_04_29;130 rue de Lourmel;48.841627, 2.284948;3.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Impact environnemental, Durabilité, économie circulaire;Energie renouvelable;
134;42 at Station F @ STATION F;Accélérateur;Accelerator;Etudiant,Développement de logiciels / Service Cloud / Big data (ou données de masse);Student,Software development / Cloud services / Big data;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;Ecole 42;Ecole 42;;;https://42.fr/;Ecole 42;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;2.0;Etudiant;Développement de logiciels / Service Cloud / Big data (ou données de masse);;
141;CNRS Innovation;Incubateur;Incubator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;92.0;;79 avenue Edouard Vaillant;92100.0;Boulogne-Billancourt;Non;No;CNRS;CNRS;;;https://www.cnrsinnovation.com/rise/;;38846115400048;Oui;non;2024_04_29;79 avenue Edouard Vaillant;48.834494, 2.24689;1.0;Deeptech;;;
142;Incubateur du Barreau de Paris;Incubateur;Incubator;LegalTech;Legaltech;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;1 rue Pierre Antoine Berryer;92130.0;Issy-les-Moulineaux;Non;No;;;;;https://incubateur-ibp.com/;Ordre des Avocats de Paris;30297907500017;Oui;non;2024_04_29;1 rue Pierre Antoine Berryer;48.832333, 2.265965;1.0;LegalTech;;;
150;TEKHNÈ, accélérateur du Liberté Living Lab;Accélérateur;Accelerator;Impact environnemental, Durabilité, économie circulaire,Impact social / Solidarité,Deeptech,Education & Edtech,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Environmental impact / Sustainability / Circular economy,Social impact / Solidarity,Deeptech,Edtech,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;9 rue d'Alexandrie;75002.0;Paris;Non;No;AgroParisTech;AgroParisTech;;;https://www.tekhne-liberte.org/;LIBERTE LIVING-LAB;81072772700028;non;Oui;2024_04_29;9 rue d'Alexandrie;48.868039, 2.350724;5.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;Deeptech;Education & Edtech
153;Incubateur iXCampus;Incubateur;Incubator;Deeptech,Aéronautique - Spatial - Défense,Industrie / Logistique,Impact environnemental, Durabilité, économie circulaire;Deeptech,Aeronautics / Space / Defense,Industry / Logistic,Environmental impact / Sustainability / Circular economy;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;78.0;;34 rue de la Croix de Fer;78100.0;Saint-Germain-en-Laye;Non;No;CY Université;CY University;;;https://ixcampus.eu/incubateur/;IXCAMPUS;;Oui;non;2024_04_29;34 rue de la Croix de Fer;48.898981, 2.067891;4.0;Deeptech;Aéronautique - Spatial - Défense;Industrie / Logistique;Impact environnemental, Durabilité, économie circulaire
155;Incubateur Neuvitec 95;Incubateur;Incubator;Développement de logiciels / Service Cloud / Big data (ou données de masse),Impact environnemental, Durabilité, économie circulaire,Impact social / Solidarité;Software development / Cloud services / Big data,Environmental impact / Sustainability / Circular economy,Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;95.0;;1 mail Gay Lussac;95000.0;Neuville-sur-Oise;Non;No;;;;;http://www.accet.asso.fr/v1/nos-sites/incubateur.html;Starlabs (ex Technopôle Val d'Oise);;Oui;non;2024_04_29;1 mail Gay Lussac;49.016222, 2.076381;3.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;
181;Ticket for Change;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;98 rue d'Aboukir;75002.0;Paris;Non;No;;;;;https://www.ticketforchange.org/;;;Oui;non;2024_04_29;98 rue d'Aboukir;48.86825, 2.348805;;;;;
183;Vallée Sud BIO PARC;Incubateur;Incubator;;;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;92.0;;28 rue de la Redoute;92260.0;Fontenay-aux-Roses;Non;No;;;;;https://bioparc.valleesud.fr/;;;Oui;non;2024_04_29;28 rue de la Redoute;48.794721, 2.275116;;;;;
191;Intencity Choisy;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;94.0;;127 avenue Anatole France;94400.0;Choisy;Non;No;;;Oui;yes;https://www.intencity.fr/incubateur-choisy-le-roi/;INTENCITY;48816900400030;Oui;non;2024_04_29;127 avenue Anatole France;48.7562, 2.41451;;;;;
